location,logical_location,country,spot,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Thredbo Village,Snowy Mountains,Australia,Thredbo Alpine Resort,-36.5093,148.5083,Skiing and snowboarding,Australia's highest alpine village with longest ski runs.,$$$,8,"skiing,snowboarding,alpine,mountains,village",https://pixabay.com/get/g1818c803f5a71cd537f7074f9b87d40711363e144ee2456d4555e1f16b47433b6b9d5557afd909490b7885d32ce983e033cc714979d55bf18858ec898f2df00e_640.jpg
Mount Hotham,Victorian Alps,Australia,Mount Hotham Alpine Resort,-36.9791,148.4144,Skiing and snowboarding,Known for steep terrain and Australia's highest ski resort village.,$$$,8,"skiing,snowboarding,alpine,mountains,village",https://pixabay.com/get/ge96f991a7be9823a2f4e7462f3f11fa58c782f5feea08bd2adf415ea95d9e116b65838492b588542550b17bcca78b51b908550e767813a2931a599b1e5cc77b7_640.jpg
Falls Creek,Alpine National Park,Australia,Falls Creek Alpine Resort,-36.8694,147.2767,Skiing and snowboarding,Pedestrian-only village with extensive cross-country trails.,$$$,7,"skiing,snowboarding,cross-country,alpine,village",https://pixabay.com/get/g20835f33a8bd020f8e7aa9b432f016f717bed5a30bea85a418ee8ae38e17039a73df98495f437e5627c7b0330747455bf64b6e1a175130a7d8d9b568c206003f_640.jpg
Mount Buller,Victorian Alps,Australia,Mount Buller Ski Resort,-37.1457,146.4103,Skiing and snowboarding,"Accessible resort, popular for families and day trips.",$$,7,"skiing,snowboarding,alpine,family",https://pixabay.com/get/gbd04bba9f731381de0379f5d66f498138db95e49fffbc17e1f400d43a821df50b50978855e0da318e9c332e88003c446d260212c28a31b530361df8895de9e9f_640.jpg
Queenstown,Otago region,New Zealand,Coronet Peak Ski Field,-44.9594,168.7689,Skiing and snowboarding,"Closest ski field to Queenstown, known for night skiing.",$$$,8,"skiing,snowboarding,alpine,night-skiing",https://pixabay.com/get/g85891c6a5bfe89fb456df5c172dbf56afe876654f8fb08be9bf277d32c50ab664a95ceaca4b842e8cebd0e394fe1f8c4d053126e45e51e4a375ee63b491ce601_640.jpg
Queenstown,Otago region,New Zealand,The Remarkables Ski Field,-44.9717,168.8103,Skiing and snowboarding,Dramatic mountain range with varied terrain and terrain parks.,$$$,8,"skiing,snowboarding,alpine,terrain-parks",https://pixabay.com/get/ga6d5b0ca173ec16bb5adb197f88704a03c59032e902646c2657c6036228449dfd8f6ded0084f76b8358720b187c564d5e767b62869fd8523a47d67349047aa82_640.jpg
Wanaka,Otago region,New Zealand,Cardrona Alpine Resort,-44.7254,169.1986,Skiing and snowboarding,"Largest ski resort in NZ, renowned for terrain parks.",$$$,9,"skiing,snowboarding,alpine,terrain-parks,freestyle",https://pixabay.com/get/g34befb758259a35cdb6869774257f899b02a4602645988503eeda65a8bed1a978510e5d3b7ef0b9f0a4eb55a3cf16eb9f80f1448caa8a1f0f9abca3d05de5403_640.jpg
Whakapapa Village,Mount Ruapehu,New Zealand,Whakapapa Ski Area,-39.2514,174.4488,Skiing and snowboarding,"Largest ski field in NZ, set on an active volcano.",$$$,8,"skiing,snowboarding,volcano,alpine",https://pixabay.com/get/g3bb4305ecc2dfd9bbd490013ccbfae0f4de17326957918305deecaeeab4e02860cdaf74d65a3707f311d6f6d4701f8d6_640.jpg
Kona,Big Island,USA,Big Island Ice Arena,19.6895,-155.9019,Ice Skating,Unique ice skating experience with tropical surroundings.,$$,5,"ice-skating,tropical,unique",https://pixabay.com/get/g6251c6085f9d1b8b6f5c10cb22bcdc24aced87c93ec2c883164373bf221808439ba9ee1fb4132adb4c3fc1725188548d9dea14f1c44dea93b1949a0c69d79dcd_640.jpg
Suva,Viti Levu,Fiji,Suva Central Business District,-18.1247,178.4504,Explore street art murals depicting Fijian culture and daily life.,Vibrant open-air gallery showcasing local artists' talent and culture.,$,6,"street art, city tour, culture",https://pixabay.com/get/ga088599dd31fccbc7eafb0007a37ebd57d21966df73b4562226d7ae665f30e8089d31eec588d69dceceeaf8979aa48f1cd3ae2e63243334ada10e6b91e8dbbba_640.jpg
Honiara,Guadalcanal Island,Solomon Islands,Central Plaza & Panatina Plaza,-9.4333,159.9555,"Shop for local handicrafts, clothing, and souvenirs.",Vibrant shopping malls offering local crafts and cultural experiences.,$$,5,"shopping, culture, city tour",https://pixabay.com/get/gd1e5b1ac61c2ad0d775146f872ffb3a810747fea354f0e748640e7b8245ab47cd9f58d37c2abc8b8c783f8e18b6c64ea870af567ad492823185d559a604b2554_640.jpg
Port Vila,Efate Island,Vanuatu,Vila Market & Mahitahi Handicraft Market,-17.7333,168.3167,"Experience local life, shop for handicrafts, and try kava.","Bustling markets offering local produce, crafts, and cultural immersion.",$,6,"market, culture, city tour, shopping",https://pixabay.com/get/ga5f02ea8d27e7bf5368aaaa28d74ae0d36380a3314c3ef27e6b8b6db311d8c1b6b6bdee859eccc784e7b705320777ebca3d369b114e5f676dd78d4a07e70ff54_640.jpg
Apia,Upolu,Samoa,Fugalei Market & Town Centre,-13.8377,-171.7677,"Explore local produce, crafts, and experience Samoan urban life.",A bustling market and town center offering a glimpse into Samoan culture.,$,5,"market, culture, city tour, shopping",https://pixabay.com/get/g33b88214a3a8b354684f374cd4cd5bff36c15a444cb45973a78082f71282bf72dc80738152861cea835edb1a58f70d652e865ad567b564c9936d7b02c7ef1cda_640.jpg
Nouméa,Grande Terre,New Caledonia,City Centre & Ouémo Boardwalk,-22.2755,166.4597,"Discover street art, explore shops, and walk along the boardwalk.","Urban art, shopping, and coastal walks in the capital city.",$$,6,"street art, city tour, shopping",https://pixabay.com/get/g3feeffbe65d554484bcb4c2da6c6b720ffd5667b32c64f19a24eb410ab2b5337992e03fc987bfa8d0489eefcc8f7d6d362332635188efb64b8d5ce3e83c53215_640.jpg
Avarua,Rarotonga,Cook Islands,Punanga Nui Market & Main Street,-21.2074,-159.7795,"Shop for local crafts, pearls, art, and taste local food.",A vibrant market and town center for unique souvenirs and local flavors.,$$,6,"market, shopping, culture, art",https://pixabay.com/get/g227126259e869b134f172b53ff4e8c2ed598eb994eac568f9ca430c8cf68cf60eab187970b3ed9ccbd84d2b4238a260b07c34a22efbf16f9be2a05df076e011b_640.jpg
Papeete,Tahiti,French Polynesia,Papeete Market & City Centre,-17.5484,-149.5655,"Explore the market, admire street art, and shop for black pearls.","Bustling market, colonial architecture, and vibrant urban art scene.",$$$,7,"market, street art, shopping, culture",https://pixabay.com/get/gf6335d796fe7493e971a1ea70ea9c3d252b0cbed00851942536524411bbd1cf8edf8c05c63df0666a185bfc33ad1e19f00c1afe7b9f5371cf9124d54df31928b_640.jpg
Majuro,Marshall Islands,Marshall Islands,Delap-Uliga-Djarrit (D.U.D.),7.1038,171.1796,"Experience urban island life, find local crafts, and explore street art.","The main urban center with local life, crafts, and emerging street art.",$$,4,"city tour, culture, street art, shopping",https://pixabay.com/get/g7b0ff83022208c103b7002586cc7d5916a8637b5b76c94825fe874b8adb79a6dc5fc63b653058ac301d28ab4442d181dbe22c66e191a20b142f9001d531bf11f_640.jpg
Nukuʻalofa,Tongatapu,Tonga,Central Market & Royal Palace Area,-21.1375,-175.2111,"Explore local crafts, witness royal heritage, and experience urban Tongan life.","Capital city with royal sites, markets, and a glimpse of Tongan urban life.",$$,5,"culture, market, city tour, history",https://pixabay.com/get/gac1a2ebbac25d06ed3aa68501d3c4808da214a6864d1a5d7a9a29c3d030ba0d628f0d9090f97c41b48eea06fd87ddbea7244a7732f8cc2edd17b4a263307e775_640.jpg
Hagåtña,Guam,United States,Agana Shopping Center & Chamorro Village,13.4759,144.7516,"Shop for local goods, crafts, and experience Chamorro culture.","Historic capital offering shopping, cultural sites, and local flavors.",$$,6,"shopping, culture, history, city tour",https://pixabay.com/get/g0899ecade891b69560e0d3986150504e2c8540810e090f91d890fef60fbdfe8ff9b05a37c6af3316dceccd273b5216d74d998c74c2e6b7659f68c69cc56edde1_640.jpg
Ubud,Bali,Indonesia,Hesa Wellness Spa,-8.5056,115.2634,"Spa treatments, Turkish Hammam, Korean Scrub, hot and cold plunge pools, steam room",Rejuvenate with global wellness traditions in a serene natural setting.,$$$,7,"spa,wellness,hammam,plunge pool,steam room",https://pixabay.com/get/g6e16d3b2c292e5612c3d8917e5e2c7268e9678d1df52e96fe9ef6d5f4c5138d0f664df81359f16166ad41f1742e1a1e4_640.jpg
Chiang Mai,Northern Thailand,Thailand,Maa Wellness Retreats,18.7882,98.9853,"Yoga, Thai massage, onsen, ice baths, steam room","Sanctuary offering yoga, spa, Japanese onsen, and invigorating ice baths.",$$$,7,"yoga,spa,onsen,ice bath,steam room",https://pixabay.com/get/g01d4b04ef2a75108f36bbd1ab1c0bb58ebffe12e45922bd8a2ee4b8485ba5934ea0e78f832d258a667019783caeeef45f4fea3f63353d35c5cd18bf50146f037_640.jpg
Koh Samui,Southern Thailand,Thailand,Kamalaya Koh Samui,9.4626,100.0311,"Holistic wellness programs, spa treatments, yoga, meditation",Holistic health sanctuary blending Eastern healing with Western research.,$$$$,8,"wellness,spa,yoga,meditation,detox",https://pixabay.com/get/g4625a9d6bb54ef5611fe9e0224b3456a55ea680e8bc70dbd73a1815f0ba0f40c4a0cdb72b88f0a91724ca2313281423d80e6dcaff870aa89e09f559b22b2e131_640.jpg
Luang Prabang,Northern Laos,Laos,Anantara Spa at Avani+ Luang Prabang,19.8878,102.1327,"Signature spa journeys, traditional Lao massage, yoga pavilion",Tranquil haven offering signature journeys rooted in local healing practices.,$$$,7,"spa,massage,lao massage,yoga",https://pixabay.com/get/g29e1a97064cf55e141bd803f1bb0db9a332a638c53c104d8d54abd9e858036776251345c66be267acf792b051a37abdd0e25b660a178bd25ceeadd2ec712a663_640.jpg
Siem Reap,Cambodia,Cambodia,Angkor Grace Wellness Resort,13.37,103.858,"Spa, sound healing, yoga, meditation, Khmer healing practices","Luxury wellness resort near Angkor Wat, inspired by ancient Khmer healing.",$$$,7,"wellness,spa,yoga,sound healing,khmer",https://pixabay.com/get/g27757f514d74daec057c13570e8b81a6f89c5ec978d0f1ad8e2ceef04207d3b0b0c9c996237e6afdd78db2c2ec88e1e5eda0b97970747c1fc1b8f75d10a9efbe_640.jpg
Phu Quoc,Vietnam,Vietnam,La Veranda Resort Phu Quoc (TĨNH Wellness Sanctuary),10.2143,103.9588,"Organic spa treatments, yoga, meditation","Tranquil spa resort focusing on holistic wellness for mind, body, and spirit.",$$$,7,"spa,wellness,yoga,meditation,holistic",https://pixabay.com/get/gdfd46e409ce7d363f4dfdec1e57963920760a5a1d71c3d9e471bdce59c83394c347f8b57f3f596d273adeb1bca41fc60736d94ad6d13add9027301013507bdbd_640.jpg
Boracay,Philippines,Philippines,Mandala Spa & Resort Villas,11.9712,121.9275,"Holistic wellness, spa treatments, yoga, meditation",An oasis of natural beauty offering holistic wellness and a tranquil escape.,$$$,8,"spa,wellness,yoga,holistic,relaxation",https://pixabay.com/get/g8da574f24f4f22388d644fd96667043f016dcb42705c7d06ce320853fbfa9724f3d4fabc8abb759b2b545728ba903d76f4cd8cd560a32ce637a642ecd8a93edc_640.jpg
Hoi An,Central Vietnam,Vietnam,An Bang Beach,15.8801,108.3499,"Relaxing on the beach, swimming, enjoying ocean views",A serene beach offering a peaceful retreat with palm trees and clear waters.,$,6,"beach,relaxation,swimming,nature",https://pixabay.com/get/g191481258eefc37e9894ded46b71cdc84dcde9a626ac63924f7f612df5324fc91a1e9206d8b11f3ac6654db35227e5d91878a345d57144ee7604b98dc43956c9_640.jpg
Penang,Malaysia,Malaysia,Pañpuri Organic Spa at The Eastern & Oriental,5.42,100.3352,"Organic spa treatments, massage, wellness rituals",Award-winning organic spa offering luxury treatments in an elegant setting.,$$$,7,"spa,organic,massage,wellness",https://pixabay.com/get/ge6e8536723a6da7c88e49dd1249667481027ac3acef899ea758cda8c847326baf064cc6638905906e33f3d329ab71efe4f9421fc006d41beb4d31b638e934d4e_640.jpg
Da Nang,Central Vietnam,Vietnam,Nui Than Tai Hot Springs Park,15.9927,108.0984,"Hot spring baths, jacuzzi, Himalayan salt stone sauna, mud baths",Natural hot springs offering detoxification and muscle relaxation amidst nature.,$$,7,"hot springs,jacuzzi,sauna,mud bath,relaxation",https://pixabay.com/get/g1e07fe9fcf5147b7b08d08c08f9d74726e07b0b4cd9c9ea7d2167cd65d58d0f677dd469c126824c7f098ad4d0ae13d2dc732db7617287c9ef418406bca9bf0fa_640.jpg
Roppongi,Tokyo,Japan,ELE Tokyo,35.6668,139.7317,Dancing at a high-energy nightclub with international DJs.,High-energy nightclub known for international DJs.,$$$,8,"club,DJ,dance,international",https://pixabay.com/get/gf670adedc0930c7a6985116285c0debb40e6792f36ffed027790a48fa767f597def49cb869cbbbc62cf6678fe48ed82ce1f351581e86d4851fd09b76acf76696_640.jpg
Lan Kwai Fong,Hong Kong Island,Hong Kong,Dragon-i,22.2817,114.1531,Experiencing a vibrant nightclub with a lively atmosphere and international crowd.,Vibrant nightclub with a lively atmosphere and international crowd.,$$$,8,"club,dance,international,lively",https://pixabay.com/get/g470bd227edf39b7314cd6e390ac050ee2ef3987e7f56f1afd0eda1d5d2af9cbe5e311fa6f31c07cf0d39d02bb1b6b1b977bf79f82fe05d251b58261a489bd2b2_640.jpg
Clarke Quay,Singapore,Singapore,Zouk Singapore,1.2833,103.8457,Partying at a renowned nightclub with diverse music genres and international DJs.,Iconic and enduring nightclub with diverse music and international DJs.,$$$,9,"club,EDM,dance,international",https://pixabay.com/get/gf71ed4b84870d5490039b73de18aa65ac667baad614e61e70c841ab7bb90126e53ead4bdb7c5dea60b93b13ed5ad362b_640.jpg
Bui Vien Street,Ho Chi Minh City,Vietnam,Various bars and clubs,10.7522,106.6966,Enjoying cheap drinks and music in a lively backpacker and party hub.,Bustling backpacker street with cheap drinks and thumping music.,$,8,"street,bars,clubs,budget,lively",https://pixabay.com/get/gef2c8636272130c81175d4acbf705e31b36ed2bc6370a966a4a83f03376fa20e7a07e522c8f1da6c81785339d0c7e436de20e42cad61e566584a7aef95d98979_640.jpg
Hongdae,Seoul,South Korea,Various clubs and bars,37.5566,126.9243,"Experiencing a young and vibrant atmosphere with trendy bars, clubs, and street performances.","Youthful district known for trendy bars, clubs, and street energy.",$$,9,"youth,trendy,bars,clubs,street",https://pixabay.com/get/ga2dbc0b409b71a7aba3a9f1d438a53afe61cdf6ace263477dd7481859c885fb02ecab8f00dee4c6a347caf45659e5ec65aeaf8b85a61f18ac4a12208565964eb_640.jpg
Sukhumvit Soi 11,Bangkok,Thailand,Various bars and clubs,13.7435,100.5598,"Enjoying international party vibes with rooftop bars, clubs, and late-night eateries.",International party hub with rooftop bars and lively clubs.,$$$,9,"international,rooftop,bars,clubs,party",https://pixabay.com/get/gea86bc9ad629324bdca8db06ac7a0ca3066d9905a00c4e3da91c4a8b4b35754a7009865d85065fb96fa58de71c4ed7526580f23185f3d81e1f4f6cdd5a9454b7_640.jpg
Xinyi District,Taipei,Taiwan,"ATT4FUN building (Myst, Wave, AI Night Club)",25.033,121.5671,Partying at upscale nightclubs with international DJs and a vibrant atmosphere.,Upscale district with popular nightclubs and a lively party scene.,$$$,8,"upscale,clubs,DJ,Xinyi",https://pixabay.com/get/gdfe19211cae6724e0655a412c93fb2124ce79fd0fc163b6e76506bb1e5652db4b8f8047c200e67ea3d42c6ee9bc87d84d1d1fa0f0d49a3a831f014cbc0f86139_640.jpg
Changkat Bukit Bintang,Kuala Lumpur,Malaysia,Various bars and clubs,3.1462,101.7112,"Experiencing a lively street with cocktail lounges, pubs, and nightclubs.","Iconic street lined with cocktail lounges, pubs, and nightclubs.",$$,8,"bars,clubs,lively,Changkat",https://pixabay.com/get/gf75d75185d6836e185aae702737e19c9b16a5128daf8f2b9863c95033179f6ad4e2f4deb12726037da48d0bc3b5be03486d104f3e3d2be7c99f145fec7b6f892_640.jpg
The Bund,Shanghai,China,Bar Rouge,31.24,121.493,Enjoying cocktails with stunning views of Pudong and the Huangpu River.,Exclusive bar with amazing views of Pudong and the Huangpu River.,$$$$,8,"rooftop,bar,views,exclusive",https://pixabay.com/get/g8a9cb9700d2e7e9475bea79501638c913f915e7e5156974235f9486ca504b3ac70aaeefdd55d2b4b0ade7384f55e9ca2d40726301e2a2cc4dc95f260cfccfc10_640.jpg
Khaosan Road,Bangkok,Thailand,Brick Bar,13.7595,100.4975,Enjoying live Thai bands playing rock and ska in a lively backpacker hub.,"Lively bar with live Thai rock and ska bands, popular with backpackers.",$$,8,"live music,rock,ska,backpacker",https://pixabay.com/get/g262c037537e964bf245dbdecddbdd1d1fda9582196617fcc9f4df583faf8c7fdf3ce9694f4cc5d1d0312f1b9362799fee2bd5d30153a9e33cc06926f9070355f_640.jpg
Maafushi,South Ari Atoll,Maldives,Maafushi Island Beaches,3.748889,72.993333,"Snorkeling, Diving, Kayaking",Idyllic island offering vibrant coral reefs and diverse marine life for snorkeling and diving.,$$,8,"snorkeling,diving,kayaking,marine life,beaches",https://pixabay.com/get/g66cd9becc3fe8abd779665b0b32a9049c19d2ee9972f41e91124be46f218a8119f1cec7f1c65938583bc3cd3bd192123d9146eadd838cf21743a0ff6891a7799_640.jpg
Weligama,Southern Province,Sri Lanka,Weligama Bay,5.975833,80.430556,"Surfing, Stand-up paddleboarding","Famous for its beginner-friendly surf breaks and scenic bay, ideal for learning to surf.",$$,7,"surfing,stand-up paddleboarding,beginner-friendly,beaches",https://pixabay.com/get/g077ec6dd286e40b38a194de8f024aac06d40c920d1bafca8de573849742c9ab304a1eb1bef00deee89bcd47b359ccaaaaa207e5d470229ce80e9f22ee962092f_640.jpg
Havelock Island (Swaraj Dweep),Andaman Islands,India,Nemo Reef,11.964722,92.976389,"Scuba Diving, Snorkeling",Vibrant coral reefs and abundant marine life make Nemo Reef a top diving and snorkeling spot.,$$,8,"scuba diving,snorkeling,coral reefs,marine life",https://pixabay.com/get/gdc5759ac23eee1320dbffc3b41efb742b92561810241e006a481aa0843d259b8a00ad3f7f94401b31aad0b097b683b7f7292cb29397f7c2cf638e9abb34c0db4_640.jpg
Agatti Island,Lakshadweep,India,Agatti Atoll,10.855833,72.637222,"Snorkeling, Diving, Kayaking","Known for crystal-clear lagoons and coral gardens, perfect for snorkeling and diving enthusiasts.",$$,7,"snorkeling,diving,kayaking,coral reefs,lagoons",https://pixabay.com/get/g3481f1e774913a319db85ef8ccf28e0f240ac6ff9de3e479a1807a8c3b688e387af638db81042cb1f907831c578b030630bb7689f8432d58cdcb5985d6c43ea1_640.jpg
Goa,Western India,India,Palolem Beach,15.021389,74.028611,"Kayaking, Dolphin watching",Offers peaceful kayaking through calm waters and opportunities for dolphin spotting.,$$,7,"kayaking,dolphin watching,calm waters,beaches",https://pixabay.com/get/ge3f43200d0816990c6db21831a4fb188f396afb4836dd600da7147724ae53d458c80073c808c49f09f3a5ddda9e13c31ae0442cd0095620da87be05701006cca_640.jpg
Sundarbans,Ganges Delta,Bangladesh,Sundarbans Mangrove Forest,22.216846,89.377361,Kayaking,Explore intricate creeks and observe wildlife in the world's largest mangrove forest.,$$,8,"kayaking,mangroves,wildlife,creeks,eco-tourism",https://pixabay.com/get/g8bf41c382cb1c8b521cd477e1947a2321a0de738edb3a1c302527106c284ae55550e4de64bda51a3f031f4fc8f02bfa6b9aa783da9ba7ebc61807460cb00a7b9_640.jpg
Cox's Bazar,Chittagong Division,Bangladesh,Cox's Bazar Beach,19.990111,90.135778,Surfing,"Home to the world's longest natural beach, offering consistent waves for surfers.",$$,8,"surfing,beach,long beach,consistent waves",https://pixabay.com/get/ge237821c99631f947b10de20731fc8d56b75fecd53801abab5d0c476b00cefc6cd13a46de33d8efd633852621ef0879d20f829dab32f644db1f9d8b204283a7d_640.jpg
Pulau Weh,Aceh,Indonesia,Iboih Beach,5.896389,95.314722,"Scuba Diving, Snorkeling",Spectacular underwater landscapes with rich marine biodiversity and clear waters.,$$$,7,"scuba diving,snorkeling,marine life,coral reefs",https://pixabay.com/get/g02c01be55252a277dcf56b07598e48bd073cead8c2f0f499c874f078ad45426dd8fb86953ab1fc8728925ed5476a9d77292b1b76f34d7686befc5449cf5ad41f_640.jpg
Phuket,Andaman Coast,Thailand,Racha Yai Island,7.748056,98.376944,"Scuba Diving, Snorkeling","Renowned for vibrant coral reefs and diverse marine life, a top global diving destination.",$$$,9,"scuba diving,snorkeling,coral reefs,marine life,islands",https://pixabay.com/get/gb340b3d989bd02b7be410f88d8b95b4633e6c83c34ecb15fb03f6cd049a52e82f0ad06322cba7967ba7cfd8bfe87931718f5341a43a774d730b6d121c90c8135_640.jpg
Arugam Bay,Eastern Province,Sri Lanka,Arugam Bay Surf Point,6.830278,81.835278,Surfing,A world-renowned surf destination with consistent swells and a lively surf scene.,$$,9,"surfing,surf breaks,world-renowned,beaches",https://pixabay.com/get/gc85f3790f893aaeb7b5dbf3381c10042caad4c4c17a90d105bc89449a10ec209b239122bcf5ae61b48a64d6c3d24e5c4c7a5618269e409940d6f34a55e55376b_640.jpg
Louvre Museum,Paris,France,Louvre Museum,48.8606,2.3376,"Explore world-renowned art collections, including the Mona Lisa and Venus de Milo.",Iconic art museum housing millennia of artistic masterpieces.,$$,10,"art,museum,history,iconic",https://pixabay.com/get/g5b29daffbfe857102a1a1db58a1daa44019621b2ef0a75c99d8a4c6f520bd2b7aeee21c8ebd024e2b8f6ca81359c93fd0ab087f3ce2cdf1aeb660f9bf2759edb_640.jpg
Anne Frank House,Amsterdam,Netherlands,Anne Frank House,52.375191,4.883928,Visit the secret annex where Anne Frank hid during WWII and learn her story.,Historic house and museum detailing Anne Frank's wartime diary.,$$,8,"history,museum,WWII,remembrance",https://pixabay.com/get/g8e840b17b9545fac176fd7301c8594ea054da5f831a42a8ea99aac7346e58ec0a05925f80ac5da41e36f764b52b0e5504022963e562c20d99f2111eb68bf94ab_640.jpg
Acropolis of Athens,Athens,Greece,Acropolis of Athens,37.970833,23.72611,Explore ancient citadel with iconic structures like the Parthenon.,"Ancient citadel with iconic structures, a UNESCO World Heritage site.",$$,9,"history,ancient,archaeology,landmark",https://pixabay.com/get/gac1e410624f8a92b81d27f974e040bcbb3e144fdecb42377f6b525cf5b3e593247bf8e2c5e3f242de1c763bd649dc556f74700ff5bf926eadb8d5b523439980b_640.jpg
Vatican Museums,Vatican City,Vatican City,Vatican Museums,41.906487,12.453641,"See vast collections of art and historical artifacts, including the Sistine Chapel.","Vast collection of art and artifacts, including the Sistine Chapel.",$$$,9,"art,museum,history,religion",https://pixabay.com/get/g39311835288314dc5a6a9860d81bbc75ae126df1aa9b3508e69e191773ff67232964b9050d8570f1cff738aea8ae3f30_640.jpg
Prado Museum,Madrid,Spain,Prado Museum,40.41378,-3.692127,"Admire masterpieces of European art, especially Spanish masters.","Major Spanish art museum with works by Goya, Velázquez, and El Greco.",$$,8,"art,museum,history,European",https://pixabay.com/get/g30b3c78594d9675f552b3dfb3bb22d4c52270c2ddb63f8a9adf66e135ca7e1dae8ae528dc0398fc9e68a13c3a7da2b4cf9a85398d5b696df2109aafdff7bf8db_640.jpg
Sagrada Familia,Barcelona,Spain,Sagrada Familia,41.403706,2.173504,Marvel at Gaudí's unfinished architectural masterpiece.,"Gaudí's iconic, unfinished basilica, a unique blend of Gothic and Art Nouveau.",$$$,10,"architecture,basilica,Gaudí,iconic",https://pixabay.com/get/g8f3c6fbc8b45e457be43de1cd25a571683534b9af4846b2d6d60ddff510d6567d083001abbb62a017ec26f8f817d8778_640.jpg
Brandenburg Gate,Berlin,Germany,Brandenburg Gate,52.516266,13.377775,Walk through this neoclassical symbol of peace and reunification.,"Neoclassical triumphal arch, symbol of peace and German reunification.",$,9,"landmark,history,monument,symbol",https://pixabay.com/get/g1f816bee8c8c653e2ed4eb00e201364034e2d85c86295d2498989b8b07955df6ed870e8728e8a1539980022544d61ae36c0d8a261b64fea6f36983d7f2a8fc09_640.jpg
Museum Island,Berlin,Germany,Museum Island,52.51664,13.402318,Visit five world-renowned museums with diverse collections.,UNESCO World Heritage site with five major museums and rich collections.,$$,9,"museum,UNESCO,art,history",https://pixabay.com/get/gdd9d43f23a92059bf493f18e015e8a80ef86310456991e2997cddc95888ca693c5d5dd5b5bdbdaee43da841713ba1e770f310631b059c40ffb05c8a955733496_640.jpg
Eiffel Tower,Paris,France,Eiffel Tower,48.858093,2.294694,Ascend for panoramic views of Paris and iconic engineering.,"World-famous iron tower, iconic symbol of Paris and French engineering.",$$$,10,"landmark,iconic,view,engineering",https://pixabay.com/get/g4a445a9a3816bafc26c5a41a5c48a5dac23e63adf042f145fa9d0b3363ed7a35f3af09f30ae35e99971a046f7422292da8edd3072ceaf2fc66cae985f1d7a626_640.jpg
Colosseum,Rome,Italy,Colosseum,41.890251,12.492373,Explore the ancient Roman amphitheater and its historical significance.,"Iconic ancient Roman amphitheater, a testament to Roman engineering.",$$,10,"history,ancient,ruins,amphitheater",https://pixabay.com/get/g7e8f09ba88b00d5e2ef31c92b05803157ef5c3f2c87c307040b140328d5e3e47de786c1bf50c86eb854bede2da74b17dda81f0ff13b45c326b2b372bc3628e98_640.jpg
Marrakech,Morocco,Morocco,Jemaa el-Fnaa Square,31.6214,-7.9837,"Street food tasting, experiencing local vendors","Bustling square with diverse street food, from grilled meats to fresh juices.",$$,9,"street food, markets, local cuisine",https://pixabay.com/get/g529b202037c0b5897b9d7c5307ee23d2b6fe39f8a45e03b87a1f4c61539bfb169aac0372cc577c7e3d820e643c8bf0f40bd770a44fa5cc97252904eec894ef9d_640.jpg
Tunis,Tunisia,Tunisia,Tunis Medina,36.7912,10.1715,"Culinary tours, cooking classes, market exploration",Historic Medina offering immersive food experiences and traditional Tunisian dishes.,$$,8,"cooking class, markets, traditional cuisine",https://pixabay.com/get/g11cbbdd156dc7f096a54eae2b05e7fe0aa4cbd36dff029b1e30b5fe49768d695276a8bd4bbc4be322e257c56d40597dd784a388b0d527270c8150947131a9d63_640.jpg
Cairo,Egypt,Egypt,Downtown Cairo,30.0444,31.2357,"Street food tours, trying national dishes like Koshary",Vibrant downtown area with numerous street food vendors and iconic Egyptian dishes.,$,9,"street food, national dish, local eats",https://pixabay.com/get/gc8021474eb48a48d5028ca9e90dc5a213e7e968b08564ad010a8835ecc32dfda4f0552c6d3eb2b7d9782eefdae88bcfc02835c403ed9f46b70d38c7a1a0fd969_640.jpg
Fes,Morocco,Morocco,Fes el Bali (Old Medina),34.0595,-4.9926,"Tasting trail, trying traditional pastries like Pastilla",Ancient Medina known for its rich culinary heritage and traditional Moroccan flavors.,$$,8,"traditional cuisine, pastries, medina",https://pixabay.com/get/g1389510f53f99f69fab4c8d380f3caf17d1070e01300b4538bcfd48e5d596a3569ae91f9a1ea6e12b54e91140ec651a6a3a460ace097e32d79939225247d9864_640.jpg
Casablanca,Morocco,Morocco,Central Market (Marché Central),33.5926,-7.6174,"Seafood market exploration, food tours, tasting local dishes",Bustling market offering fresh seafood and a gateway to Moroccan culinary experiences.,$$,7,"seafood, markets, food tour",https://pixabay.com/get/ge63e28685ac6b313541ba43b6f721daf2c22d628b0ca2551fe2e1b92b571d213917fe8d6cac76856fb5aaaff18633dbd2a420f3480a2f69f2cd05ad02b623a40_640.jpg
Sousse,Tunisia,Tunisia,Sousse Medina,35.8227,10.6369,"Authentic cooking classes, market visits, tasting traditional dishes","Offers immersive cooking classes and market tours, focusing on authentic Tunisian home cooking.",$$,7,"cooking class, traditional home cooking, market",https://pixabay.com/get/g399a2381cc63d6a744015d42a6ef7633c59030a75265af86e51c00752e45f439c654e7f3ae7ed4183e6b2b9a27a92776a365ec72ffffb4adce47bfc89535bc34_640.jpg
