location,country,latitude,longitude,activity,description,price_class,prominence_score,tags,image_url
Funafuti Atoll Markets,Tuvalu,-8.5167,179.2,"Shop for local crafts, handmade jewelry, and unique souvenirs.",Tuvalu's capital offers a unique shopping experience with local artisanal products.,$,3,"shopping,market,handicrafts","https://source.unsplash.com/800x600/?Funafuti,Atoll,Markets,Tuvalu"
Koror Central Area,Palau,7.3333,134.4667,Explore local shops and immerse yourself in Palauan culture.,Palau's main town offers a gateway to the islands' unique natural and cultural attractions.,$$,4,"city tour,culture,shopping","https://source.unsplash.com/800x600/?Koror,Central,Area,Palau"
Ubud,Indonesia,-8.5083,115.2645,Yoga and Meditation Retreats,"Spiritual heart of Bali, known for yoga, wellness, and rice paddies.",$$$,8,"yoga,wellness,culture,nature","https://source.unsplash.com/800x600/?Ubud,Indonesia"
Chiang Mai,Thailand,18.7883,98.9853,Traditional Thai Massage and Spa Treatments,Northern Thai city with ancient temples and abundant wellness options.,$$,7,"spa,wellness,culture,food","https://source.unsplash.com/800x600/?Chiang,Mai,Thailand"
Phu Quoc Island,Vietnam,10.1976,103.9267,Beachfront Yoga and Spa Resorts,Tropical island paradise offering pristine beaches and rejuvenating spas.,$$$,6,"beach,wellness,relaxation,diving","https://source.unsplash.com/800x600/?Phu,Quoc,Island,Vietnam"
Bagan,Myanmar,21.1735,94.8705,Sunrise Hot Air Ballooning and Temple Meditation,"Ancient city with thousands of temples, offering unique spiritual experiences.",$$,7,"culture,history,spiritual,unique","https://source.unsplash.com/800x600/?Bagan,Myanmar"
Luang Prabang,Laos,19.8926,102.1325,Alms Giving Ceremony and Spa Treatments,UNESCO World Heritage town known for its serene temples and Mekong River.,$$,6,"culture,spiritual,relaxation,river","https://source.unsplash.com/800x600/?Luang,Prabang,Laos"
Boracay,Philippines,11.9708,121.9298,Wellness Retreats and Beachside Yoga,Famous for its powdery white sand beaches and clear turquoise waters.,$$$,7,"beach,relaxation,wellness,water-sports","https://source.unsplash.com/800x600/?Boracay,Philippines"
Kuala Lumpur,Malaysia,3.139,101.6869,Luxury Spa Experiences and City Wellness Centers,Vibrant capital city offering modern luxury spa treatments.,$$$$,7,"spa,city,luxury,wellness","https://source.unsplash.com/800x600/?Kuala,Lumpur,Malaysia"
Koh Samui,Thailand,9.5167,100.0417,Ayurvedic Retreats and Detox Programs,Island destination offering holistic wellness and beachfront relaxation.,$$$,7,"wellness,detox,beach,yoga","https://source.unsplash.com/800x600/?Koh,Samui,Thailand"
Penang,Malaysia,5.4167,100.3333,Traditional Chinese Medicine and Herbal Spas,"Island known for its rich heritage, street art, and unique wellness traditions.",$$,6,"culture,food,wellness,history","https://source.unsplash.com/800x600/?Penang,Malaysia"
Siargao,Philippines,9.8714,126.0438,Surf Camps with Yoga and Wellness,"Island famous for surfing, offering a laid-back vibe and wellness options.",$$,5,"surf,beach,wellness,nature","https://source.unsplash.com/800x600/?Siargao,Philippines"
Shinjuku Golden Gai,Japan,35.6944,139.7057,Explore tiny themed bars and soak in the retro atmosphere.,"A maze of narrow alleys packed with over 200 tiny, atmospheric bars.",$$,7,"bars,unique,nightlife","https://source.unsplash.com/800x600/?Shinjuku,Golden,Gai,Japan"
Lan Kwai Fong,Hong Kong,22.2822,114.155,"Experience vibrant nightlife with numerous bars, clubs, and restaurants.","Hong Kong's premier nightlife district, famous for its lively bars and clubs.",$$$,8,"clubs,bars,restaurants,nightlife","https://source.unsplash.com/800x600/?Lan,Kwai,Fong,Hong,Kong"
Xinyi District,Taiwan,25.033,121.565,Dance the night away at upscale clubs and sophisticated bars.,"Taipei's modern entertainment hub, known for luxury clubs and rooftop bars.",$$$,7,"clubs,rooftop bars,nightlife,upscale","https://source.unsplash.com/800x600/?Xinyi,District,Taiwan"
Itaewon,South Korea,37.5359,126.9854,"Enjoy diverse nightlife with international bars, clubs, and LGBTQ+ venues.",Seoul's cosmopolitan district famed for its inclusive and energetic nightlife.,$$,8,"bars,clubs,international,lgbtq+","https://source.unsplash.com/800x600/?Itaewon,South,Korea"
Khao San Road,Thailand,13.7591,100.4965,Experience the backpacker party scene with street bars and loud music.,"Bangkok's legendary backpacker street, alive with vibrant nightlife and cheap drinks.",$,9,"backpackers,street food,bars,party","https://source.unsplash.com/800x600/?Khao,San,Road,Thailand"
Marina Bay Sands,Singapore,1.283,103.8636,"Dance at Marquee, Singapore's largest nightclub with unique attractions.",Iconic integrated resort with a world-class nightclub and stunning city views.,$$$$,10,"nightclub,luxury,views,entertainment","https://source.unsplash.com/800x600/?Marina,Bay,Sands,Singapore"
The Bund,China,31.2444,121.4878,Enjoy sophisticated bars and clubs with views of the Huangpu River.,"Shanghai's historic waterfront promenade, offering chic nightlife and iconic skyline views.",$$$$,9,"views,bars,upscale,nightlife","https://source.unsplash.com/800x600/?The,Bund,China"
Bui Vien Walking Street,Vietnam,10.7531,106.6955,Immerse yourself in a lively street atmosphere with numerous bars and street food.,"Ho Chi Minh City's ""Western Street,"" famed for its energetic nightlife and bustling crowds.",$,8,"bars,street food,backpackers,lively","https://source.unsplash.com/800x600/?Bui,Vien,Walking,Street,Vietnam"
Changkat Bukit Bintang,Malaysia,3.1459,101.7106,"Explore a vibrant street lined with bars, clubs, and restaurants.",Kuala Lumpur's renowned 'pub street' offering a diverse nightlife experience.,$$,7,"bars,clubs,restaurants,nightlife","https://source.unsplash.com/800x600/?Changkat,Bukit,Bintang,Malaysia"
Jeju Fire Festival,South Korea,33.4993,126.5312,"Witness traditional bonfires, fireworks, and cultural performances.","A vibrant spring festival on Jeju Island, marking the start of spring with fire.",$$,5,"festival,cultural,bonfire,spring","https://source.unsplash.com/800x600/?Jeju,Fire,Festival,South,Korea"
Burj Khalifa,United Arab Emirates,25.1972,55.2744,"Observation decks, dining, luxury experiences",World's tallest building offering stunning city views.,$$$$$,10,"skyscraper,views,luxury,iconic",https://images.unsplash.com/photo-1686906773242-bed68d99734c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxCdXJqJTIwS2hhbGlmYSUyMFVuaXRlZCUyMEFyYWIlMjBFbWlyYXRlc3xlbnwwfHx8fDE3NjcxMTA0MTR8MA&ixlib=rb-4.1.0&q=80&w=1080
Pyramids of Giza,Egypt,29.9792,31.1342,"Exploring ancient tombs, camel rides, photography",Ancient wonders and the last remaining of the Seven Wonders of the Ancient World.,$$,10,"ancient,history,archaeology,wonder",https://images.unsplash.com/photo-1671225056008-5c4673ba3f10?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxQeXJhbWlkcyUyMG9mJTIwR2l6YSUyMEVneXB0fGVufDB8fHx8MTc2NzExMDQxNHww&ixlib=rb-4.1.0&q=80&w=1080
Hagia Sophia,Turkey,41.0082,28.9784,"Architectural sightseeing, historical exploration","Iconic historical building with a rich history as a church, mosque, and museum.",$$,9,"history,architecture,religious,iconic",https://images.unsplash.com/photo-1617094323008-0f3ff4a98e0b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxIYWdpYSUyMFNvcGhpYSUyMFR1cmtleXxlbnwwfHx8fDE3NjcxMTA0MTV8MA&ixlib=rb-4.1.0&q=80&w=1080
Petra,Jordan,30.32896,35.444832,"Exploring ancient city carved into rock, hiking","A UNESCO World Heritage site, famous for its rock-cut architecture.",$$,9,"ancient,archaeology,hiking,unesco",https://images.unsplash.com/photo-1712323028707-6e59c3d2271a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxQZXRyYSUyMEpvcmRhbnxlbnwwfHx8fDE3NjcxMTA0MTV8MA&ixlib=rb-4.1.0&q=80&w=1080
Sheikh Zayed Grand Mosque,United Arab Emirates,24.412179,54.47387,"Architectural admiration, photography, cultural learning","A breathtakingly beautiful and massive mosque, a symbol of Islamic architecture.",$,9,"mosque,architecture,religious,cultural",https://images.unsplash.com/photo-1695010816447-df4cbe88ddee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxTaGVpa2glMjBaYXllZCUyMEdyYW5kJTIwTW9zcXVlJTIwVW5pdGVkJTIwQXJhYiUyMEVtaXJhdGVzfGVufDB8fHx8MTc2NzExMDQxNXww&ixlib=rb-4.1.0&q=80&w=1080
Qasr Al Watan,United Arab Emirates,24.4483,54.2991,"Exploring presidential palace, learning about governance, gardens",A magnificent working presidential palace showcasing Emirati heritage and governance.,$$,7,"palace,culture,governance,architecture",https://images.unsplash.com/photo-1707060333824-b7902e6b2ac9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxRYXNyJTIwQWwlMjBXYXRhbiUyMFVuaXRlZCUyMEFyYWIlMjBFbWlyYXRlc3xlbnwwfHx8fDE3NjcxMTA0MTZ8MA&ixlib=rb-4.1.0&q=80&w=1080
Al-Azhar Mosque,Egypt,30.0444,31.2644,"Religious activities, historical sightseeing, cultural immersion",Historic mosque and one of the oldest universities in the world.,$,7,"mosque,university,history,religious","https://source.unsplash.com/800x600/?AlAzhar,Mosque,Egypt"
Bahá'í Gardens,Israel,32.8182,34.9892,"Strolling through terraces, enjoying panoramic views, spiritual reflection","Stunning terraced gardens, a UNESCO World Heritage site and holy place.",$,8,"gardens,spiritual,unesco,views",https://images.unsplash.com/photo-1766256111454-57b16aa43b1f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxCYWglQzMlQTElQzMlQUQlMjBHYXJkZW5zJTIwSXNyYWVsfGVufDB8fHx8MTc2NzExMDQxN3ww&ixlib=rb-4.1.0&q=80&w=1080
Wailing Wall (Western Wall),Israel,31.7767,35.2326,"Prayer, historical observation, cultural experience",A sacred Jewish site and a remnant of the ancient Temple Mount.,$,9,"religious,historical,sacred,cultural",https://images.unsplash.com/photo-1664997432332-4a3e2c7a379a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxXYWlsaW5nJTIwV2FsbCUyMFdlc3Rlcm4lMjBXYWxsJTIwSXNyYWVsfGVufDB8fHx8MTc2NzExMDQxN3ww&ixlib=rb-4.1.0&q=80&w=1080
Dome of the Rock,Israel,31.7779,35.2355,"Architectural admiration, religious observation (from outside)",An iconic Islamic shrine with a distinctive golden dome on the Temple Mount.,$,9,"religious,iconic,architecture,historical",https://images.unsplash.com/photo-1578322046359-4c1c34551b2d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxEb21lJTIwb2YlMjB0aGUlMjBSb2NrJTIwSXNyYWVsfGVufDB8fHx8MTc2NzExMDQxN3ww&ixlib=rb-4.1.0&q=80&w=1080
Louvre Museum,France,48.8606,2.3376,"Explore world-renowned art collections, including the Mona Lisa and Venus de Milo.",Iconic art museum housing masterpieces from across history.,$$$,10,"art,history,iconic",https://images.unsplash.com/photo-1707952189186-8694f03529f7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxMb3V2cmUlMjBNdXNldW0lMjBGcmFuY2V8ZW58MHx8fHwxNzY3MTEwNDI3fDA&ixlib=rb-4.1.0&q=80&w=1080
Anne Frank House,Netherlands,52.375191,4.883928,Visit the secret annex where Anne Frank and her family hid during WWII.,A poignant museum dedicated to Anne Frank's wartime diary.,$$,9,"history,remembrance,holocaust",https://images.unsplash.com/photo-1660856514089-eba86d271cc5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBbm5lJTIwRnJhbmslMjBIb3VzZSUyME5ldGhlcmxhbmRzfGVufDB8fHx8MTc2NzExMDQyN3ww&ixlib=rb-4.1.0&q=80&w=1080
Prado Museum,Spain,40.41378,-3.692127,"Admire masterpieces of European art, especially Spanish masters like Goya and Velázquez.","One of the world's finest art museums, featuring Spanish and European masters.",$$$,9,"art,masterpieces,european-history",https://images.unsplash.com/photo-1651902519299-9eaf6548b364?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxQcmFkbyUyME11c2V1bSUyMFNwYWlufGVufDB8fHx8MTc2NzExMDQyOHww&ixlib=rb-4.1.0&q=80&w=1080
Colosseum,Italy,41.890251,12.492373,Tour the ancient Roman amphitheater and imagine gladiatorial contests.,"Iconic ancient Roman amphitheater, a symbol of imperial power.",$$,10,"history,ancient-rome,architecture",https://images.unsplash.com/photo-1681403468344-5c3308139077?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxDb2xvc3NldW0lMjBJdGFseXxlbnwwfHx8fDE3NjcxMTA0Mjh8MA&ixlib=rb-4.1.0&q=80&w=1080
Acropolis of Athens,Greece,37.970833,23.72611,"Explore the ancient citadel, including the Parthenon and Erechtheion.",Ancient citadel with iconic structures like the Parthenon.,$$,10,"history,ancient-greece,archaeology",https://images.unsplash.com/photo-1664111943859-fb9637c97723?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBY3JvcG9saXMlMjBvZiUyMEF0aGVucyUyMEdyZWVjZXxlbnwwfHx8fDE3NjcxMTA0Mjh8MA&ixlib=rb-4.1.0&q=80&w=1080
Vatican Museums,Vatican City,41.906487,12.453641,"View immense collections of art and historical artifacts, culminating in the Sistine Chapel.",Vast museums housing incredible art and historical collections.,$$$,10,"art,religion,history",https://images.unsplash.com/photo-1654170480433-4222576fc3a3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxWYXRpY2FuJTIwTXVzZXVtcyUyMFZhdGljYW4lMjBDaXR5fGVufDB8fHx8MTc2NzExMDQyOXww&ixlib=rb-4.1.0&q=80&w=1080
British Museum,United Kingdom,51.518757,-0.126168,"Discover artifacts from world cultures, including the Rosetta Stone and Egyptian mummies.",Vast museum with global artifacts and historical treasures.,$,10,"history,culture,archaeology,free-entry",https://images.unsplash.com/photo-1519056312994-33952f238fac?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxCcml0aXNoJTIwTXVzZXVtJTIwVW5pdGVkJTIwS2luZ2RvbXxlbnwwfHx8fDE3NjcxMTA0Mjl8MA&ixlib=rb-4.1.0&q=80&w=1080
Neuschwanstein Castle,Germany,47.557732,10.749646,Tour the fairy-tale castle that inspired Disney's Sleeping Beauty.,Iconic 19th-century fairy-tale castle in Bavaria.,$$,9,"architecture,fairytale,history",https://images.unsplash.com/photo-1707416144692-cd2b1b6ac8dc?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxOZXVzY2h3YW5zdGVpbiUyMENhc3RsZSUyMEdlcm1hbnl8ZW58MHx8fHwxNzY3MTEwNDMwfDA&ixlib=rb-4.1.0&q=80&w=1080
Sagrada Família,Spain,41.403706,2.173504,Marvel at Gaudí's unfinished masterpiece of Catalan Modernism.,"Gaudí's iconic, still-under-construction basilica in Barcelona.",$$$,10,"architecture,modernism,religious",https://images.unsplash.com/photo-1693478077353-6587926dabb8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxTYWdyYWRhJTIwRmFtJUMzJUFEbGlhJTIwU3BhaW58ZW58MHx8fHwxNzY3MTEwNDMwfDA&ixlib=rb-4.1.0&q=80&w=1080
Alhambra,Spain,37.176037,-3.588275,Explore the stunning palace and fortress complex with Islamic and Renaissance architecture.,"Moorish palace and fortress complex, a UNESCO World Heritage site.",$$,9,"history,architecture,islamic-art",https://images.unsplash.com/photo-1637288525528-426aae1c081e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBbGhhbWJyYSUyMFNwYWlufGVufDB8fHx8MTc2NzExMDQzMHww&ixlib=rb-4.1.0&q=80&w=1080
High Tatras National Park,Slovakia,49.2,20.0,"Hiking, Climbing",Stunning mountain range with diverse trails for all levels.,$$,8,"adventure,hiking,mountains,climbing","https://source.unsplash.com/800x600/?High,Tatras,National,Park,Slovakia"
Vikos Gorge,Greece,39.965,20.141,Hiking,"One of the world's deepest gorges, offering dramatic landscapes.",$,7,"adventure,hiking,nature,gorges",https://images.unsplash.com/photo-1599594070059-2b2cdaba0691?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxWaWtvcyUyMEdvcmdlJTIwR3JlZWNlfGVufDB8fHx8MTc2NzExMDQ0OHww&ixlib=rb-4.1.0&q=80&w=1080
Durmitor National Park,Montenegro,43.07,19.0,"Hiking, Ziplining","Rugged mountains, glacial lakes, and thrilling ziplines over Tara River.",$$,7,"adventure,hiking,ziplining,nature",https://images.unsplash.com/photo-1727953245110-cc8d6ed316ab?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxEdXJtaXRvciUyME5hdGlvbmFsJTIwUGFyayUyME1vbnRlbmVncm98ZW58MHx8fHwxNzY3MTEwNDQ5fDA&ixlib=rb-4.1.0&q=80&w=1080
Saxon Switzerland National Park,Germany,50.9333,14.0667,"Hiking, Climbing",Unique sandstone formations and dramatic rock landscapes for climbers.,$$,6,"adventure,hiking,climbing,nature",https://images.unsplash.com/photo-1602254490233-0315f2985740?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxTYXhvbiUyMFN3aXR6ZXJsYW5kJTIwTmF0aW9uYWwlMjBQYXJrJTIwR2VybWFueXxlbnwwfHx8fDE3NjcxMTA0NDl8MA&ixlib=rb-4.1.0&q=80&w=1080
Carpathian Mountains (Romania),Romania,45.5,25.0,"Hiking, Ziplining",Vast mountain range with diverse trails and long ziplines.,$$,8,"adventure,hiking,ziplining,mountains",https://images.unsplash.com/photo-1725892982531-87bf480e8d65?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxDYXJwYXRoaWFuJTIwTW91bnRhaW5zJTIwUm9tYW5pYSUyMFJvbWFuaWF8ZW58MHx8fHwxNzY3MTEwNDUwfDA&ixlib=rb-4.1.0&q=80&w=1080
Slovak Paradise National Park,Slovakia,48.9167,20.3333,"Hiking, Climbing","Unique gorges with ladders, bridges, and catwalks for adventurous hikes.",$$,6,"adventure,hiking,climbing,gorges",https://images.unsplash.com/photo-1707669804929-18df0e15589d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxTbG92YWslMjBQYXJhZGlzZSUyME5hdGlvbmFsJTIwUGFyayUyMFNsb3Zha2lhfGVufDB8fHx8MTc2NzExMDQ1MHww&ixlib=rb-4.1.0&q=80&w=1080
Plitvice Lakes National Park,Croatia,44.8833,15.6167,"Ziplining, Hiking",Beautiful lakes and waterfalls with exciting zipline experiences.,$$,8,"adventure,ziplining,nature,hiking",https://images.unsplash.com/photo-1655063639923-29fb39d7114d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxQbGl0dmljZSUyMExha2VzJTIwTmF0aW9uYWwlMjBQYXJrJTIwQ3JvYXRpYXxlbnwwfHx8fDE3NjcxMTA0NTB8MA&ixlib=rb-4.1.0&q=80&w=1080
Postojna Adventure Park,Slovenia,45.7833,14.2167,"Ziplining, Climbing",Treetop adventures with ziplines and obstacle courses.,$$,5,"adventure,ziplining,climbing,family-friendly",https://images.unsplash.com/photo-1700592196360-bb76ad2c2e92?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxQb3N0b2puYSUyMEFkdmVudHVyZSUyMFBhcmslMjBTbG92ZW5pYXxlbnwwfHx8fDE3NjcxMTA0NTF8MA&ixlib=rb-4.1.0&q=80&w=1080
Balkan Mountains (Bulgaria),Bulgaria,42.7,25.0,Hiking,Extensive mountain range offering diverse hiking trails.,$,5,"adventure,hiking,mountains,trekking",https://images.unsplash.com/photo-1672156427952-bb606bcc0e9e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxCYWxrYW4lMjBNb3VudGFpbnMlMjBCdWxnYXJpYSUyMEJ1bGdhcmlhfGVufDB8fHx8MTc2NzExMDQ1MXww&ixlib=rb-4.1.0&q=80&w=1080
Tara River Canyon,Montenegro,43.15,19.4333,Ziplining,Experience thrilling ziplines over one of Europe's deepest canyons.,$$,6,"adventure,ziplining,canyoning,nature",https://images.unsplash.com/photo-1613140606412-2459c0976a33?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxUYXJhJTIwUml2ZXIlMjBDYW55b24lMjBNb250ZW5lZ3JvfGVufDB8fHx8MTc2NzExMDQ1Mnww&ixlib=rb-4.1.0&q=80&w=1080
Djemaa el-Fna Square,Morocco,31.6254,-7.9876,Street food tasting,Bustling square with countless food stalls offering traditional Moroccan delicacies.,$$,9,"street food,cultural,nightlife",https://images.unsplash.com/photo-1669846366250-9d62951673a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxEamVtYWElMjBlbEZuYSUyMFNxdWFyZSUyME1vcm9jY298ZW58MHx8fHwxNzY3MTEwNDY1fDA&ixlib=rb-4.1.0&q=80&w=1080
Marrakech Medina,Morocco,31.6353,-7.9977,Moroccan cooking class,Learn to prepare iconic dishes like tagine and couscous in a traditional setting.,$$$,8,"cooking class,cultural,hands-on",https://images.unsplash.com/photo-1628790891451-024e881c49e2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxNYXJyYWtlY2glMjBNZWRpbmElMjBNb3JvY2NvfGVufDB8fHx8MTc2NzExMDQ2NXww&ixlib=rb-4.1.0&q=80&w=1080
Khan el-Khalili Bazaar,Egypt,30.0464,32.5574,Local restaurant dining,Explore historic souk and enjoy authentic Egyptian cuisine in nearby eateries.,$$,8,"historic,street food,cultural",https://images.unsplash.com/photo-1720807740685-d9cdcb0836a7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxLaGFuJTIwZWxLaGFsaWxpJTIwQmF6YWFyJTIwRWd5cHR8ZW58MHx8fHwxNzY3MTEwNDY1fDA&ixlib=rb-4.1.0&q=80&w=1080
Cairo,Egypt,30.0444,31.2357,Koshary tasting at Abou Tarek,"Savor Egypt's national dish, koshary, at a famous, multi-story establishment.",$,9,"street food,iconic,vegetarian",https://images.unsplash.com/photo-1553913861-c0fddf2619ee?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxDYWlybyUyMEVneXB0fGVufDB8fHx8MTc2NzExMDQ2Nnww&ixlib=rb-4.1.0&q=80&w=1080
Tunis Medina,Tunisia,36.7943,10.1756,Street food exploration,Wander through ancient alleys sampling Tunisian street food delights.,$,7,"historic,street food,cultural",https://images.unsplash.com/photo-1726428977921-74bd866b7552?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxUdW5pcyUyME1lZGluYSUyMFR1bmlzaWF8ZW58MHx8fHwxNzY3MTEwNDY2fDA&ixlib=rb-4.1.0&q=80&w=1080
Tunis,Tunisia,36.7943,10.1756,Tunisian cooking class,Master traditional dishes and spice blends in a historic Medina kitchen.,$$$,7,"cooking class,cultural,hands-on",https://images.unsplash.com/photo-1726428977921-74bd866b7552?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxUdW5pcyUyMFR1bmlzaWF8ZW58MHx8fHwxNzY3MTEwNDY2fDA&ixlib=rb-4.1.0&q=80&w=1080
Casablanca (Habous Quarter),Morocco,33.5832,-7.6174,Traditional Moroccan dining,"Experience authentic Moroccan cuisine in a charming, newer medina.",$$,6,"traditional,dining,local",https://images.unsplash.com/photo-1669831399403-dd59f1436fa7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxDYXNhYmxhbmNhJTIwSGFib3VzJTIwUXVhcnRlciUyME1vcm9jY298ZW58MHx8fHwxNzY3MTEwNDY3fDA&ixlib=rb-4.1.0&q=80&w=1080
Alexandria,Egypt,31.2001,29.9075,Seafood dining by the coast,Enjoy fresh Mediterranean seafood at restaurants along the Corniche.,$$$,7,"seafood,coastal,dining",https://images.unsplash.com/photo-1633624646814-3a61ed3e2847?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBbGV4YW5kcmlhJTIwRWd5cHR8ZW58MHx8fHwxNzY3MTEwNDY3fDA&ixlib=rb-4.1.0&q=80&w=1080
Algiers,Algeria,36.7545,3.0482,Algerian fine dining,Savor refined Algerian and French-influenced dishes in elegant settings.,$$$$,7,"fine dining,fusion,cultural",https://images.unsplash.com/photo-1643955098524-df51425e5c0c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxBbGdpZXJzJTIwQWxnZXJpYXxlbnwwfHx8fDE3NjcxMTA0Njh8MA&ixlib=rb-4.1.0&q=80&w=1080
Nouakchott,Mauritania,18.0744,-15.9476,Taste of Mauritanian street food,Sample local favorites like Thieboudienne and grilled meats from street vendors.,$,5,"street food,local,authentic",https://images.unsplash.com/photo-1722224995293-ef11d9826314?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxOb3Vha2Nob3R0JTIwTWF1cml0YW5pYXxlbnwwfHx8fDE3NjcxMTA0Njh8MA&ixlib=rb-4.1.0&q=80&w=1080
Serengeti National Park,Tanzania,-2.333333,34.833332,"Wildlife safari, Great Migration viewing",Vast plains famous for the Great Migration and abundant wildlife.,$$$$,10,"safari,wildlife,nature,photography",https://images.unsplash.com/photo-1635327397723-f5e357e12408?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4Mjg3NzR8MHwxfHNlYXJjaHwxfHxTZXJlbmdldGklMjBOYXRpb25hbCUyMFBhcmslMjBUYW56YW5pYXxlbnwwfHx8fDE3NjcxMTA0ODN8MA&ixlib=rb-4.1.0&q=80&w=1080
